ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;PERSONALE_TEMPO_PIENO_UOMINI;PERSONALE_TEMPO_PIENO_DONNE;PART_TIME_INF50%_UOMINI;PART_TIME_INF50%_DONNE;PART_TIME_SUP50%_UOMINI;PART_TIME_SUP50%_DONNE
C3999;RALN;EQ;0FZEQF;0;1;0;0;0;1
C3999;RALN;RP;000096;0;0;1;0;0;0
C3999;RALN;OE;0OEESP;0;1;0;0;0;0
C3999;RALN;IR;0IR000;1;0;0;0;0;0
C813;RALN;EQ;0FZEQF;2;1;0;0;0;0
C813;RALN;IR;0IR000;1;2;0;0;0;1
C813;RALN;OE;0OEESP;5;5;0;0;0;1
C4433;REVA;CC;042000;2;5;0;0;0;0
C4433;REVA;CB;032000;3;0;0;0;0;0
C4433;REVA;FP;0D0103;0;1;0;0;0;0
C4433;REVA;CC;040000;1;0;0;0;0;0
C7872;RALN;OE;0OEESP;2;3;0;0;0;1
C7872;RALN;FP;0D0103;0;0;1;0;0;0
C7872;RALN;IR;0IR000;12;9;0;0;0;0
C7872;RALN;EQ;0FZEQF;5;2;0;0;0;0
C6063;RALN;OP;0OP000;0;0;0;0;2;0
C6063;RALN;EQ;0FZEQF;2;0;0;0;0;0
C6063;RALN;RU;0D0I95;1;0;0;0;0;0
C6063;RALN;IR;0IR000;1;0;0;0;0;0
C6375;RALN;OP;0OP000;0;0;0;0;1;1
C6375;RALN;OE;0OEESP;3;0;1;0;0;0
C6375;RALN;EQ;0FZEQF;2;5;0;0;0;0
C6375;RALN;IR;0IR000;4;5;0;0;0;0
C298;RALN;OP;0OP000;0;1;0;0;0;0
C298;RALN;EQ;0FZEQF;1;4;0;0;0;0
C298;RALN;OE;0OEESP;1;0;0;0;0;0
C298;RALN;IR;0IR000;1;4;0;0;0;0
C5155;RALN;IR;0IR000;3;0;0;0;0;0
C5155;RALN;OE;0OEESP;1;0;0;0;0;0
C5155;RALN;EQ;0FZEQF;1;1;0;0;0;0
C5707;RALN;EQ;0FZEQF;3;0;0;0;1;0
C5707;RALN;OP;0OP000;2;0;0;0;0;0
C5707;RALN;FP;0D0103;1;0;0;0;0;0
C5707;RALN;OE;0OEESP;1;3;0;0;0;0
C5707;RALN;RP;000096;0;0;0;0;0;1
C5707;RALN;IR;0IR000;10;3;0;1;0;0
OL13749;EPNE;AT;0AS000;0;7;0;0;0;0
OL13749;EPNE;D2;0D0080;0;1;0;0;0;0
OL13749;EPNE;FU;0FZ000;0;6;1;0;0;1
OL13833;EPNE;AT;0AS000;0;1;0;0;0;0
OL13833;EPNE;FU;0FZ000;0;1;0;0;0;0
C7099;PRBZ;CA;000727;3;0;0;0;0;1
C7099;PRBZ;CC;000722;1;0;0;0;0;0
C7099;PRBZ;CC;000721;7;4;0;0;0;11
C7099;PRBZ;CD;000715;1;0;0;0;0;0
C7099;PRBZ;CB;000725;12;1;0;0;1;0
C7099;PRBZ;CB;000723;2;2;0;1;0;4
C7099;PRBZ;CD;000717;1;0;0;0;0;0
C7099;PRBZ;CB;000724;0;0;0;0;0;1
C7099;PRBZ;FP;0D0485;1;0;0;0;0;0
C7099;PRBZ;CD;000719;1;1;0;0;0;0
C7099;PRBZ;CA;000730;0;0;0;0;2;0
C7099;PRBZ;CB;000726;0;0;0;0;1;1
C2728;RALN;EQ;0FZEQF;2;2;0;0;0;0
C2728;RALN;OE;0OEESP;3;2;1;1;0;1
C2728;RALN;IR;0IR000;5;13;0;0;0;2
C6658;PRBZ;FP;0D0485;1;0;0;0;0;0
C6658;PRBZ;CA;000727;1;0;0;0;0;0
C6658;PRBZ;CC;000722;1;0;0;0;0;0
C6658;PRBZ;CD;000719;0;1;0;0;0;0
C6658;PRBZ;CB;000723;2;0;0;0;0;0
C6658;PRBZ;CC;000721;1;2;0;2;0;3
C6658;PRBZ;CB;000725;1;0;0;0;0;0
CS10377;RALN;OE;0OEESP;4;19;0;0;0;3
CS10377;RALN;EQ;0FZEQF;4;32;0;1;0;1
CS10377;RALN;DI;0D0165;1;0;0;0;0;0
CS10377;RALN;OP;0OP000;0;0;0;0;0;1
CS10377;RALN;IR;0IR000;1;13;0;0;0;1
C553;RALN;EQ;0FZEQF;0;3;0;0;0;0
C553;RALN;RU;0D0I95;0;1;0;0;0;0
C553;RALN;OE;0OEESP;1;0;0;0;0;0
C553;RALN;IR;0IR000;4;4;0;0;0;0
C2287;RALN;IR;0IR000;0;0;1;4;0;0
C2287;RALN;OE;0OEESP;0;0;1;1;0;0
C4283;RALN;IR;0IR000;0;3;1;0;0;0
C4283;RALN;EQ;0FZEQF;1;3;0;0;0;0
C4283;RALN;OE;0OEESP;2;0;0;0;0;0
C12485;PRTN;CB;0BE000;1;1;0;0;0;0
C12485;PRTN;CA;053000;0;1;0;0;0;1
C12485;PRTN;CB;054000;4;0;0;0;0;0
C12485;PRTN;FP;0D034C;0;1;0;0;0;0
C12485;PRTN;CC;056000;1;3;0;0;0;3
C12485;PRTN;CD;057000;0;0;1;0;0;0
C12485;PRTN;CC;0CE000;0;4;1;0;0;2
C7285;RALN;IR;0IR000;6;9;0;0;0;0
C7285;RALN;OE;0OEESP;1;0;0;0;0;0
C7285;RALN;EQ;0FZEQF;4;2;0;1;0;1
C1634;RALN;EQ;0FZEQF;0;1;0;0;0;0
C1634;RALN;IR;0IR000;0;1;0;0;0;0
C1634;RALN;OE;0OEESP;2;0;0;0;0;0
C1182;RALN;IR;0IR000;0;4;0;0;0;0
C1182;RALN;OP;0OP000;0;0;0;1;0;0
C1182;RALN;OE;0OEESP;0;0;0;0;0;1
C1182;RALN;EQ;0FZEQF;1;0;0;0;0;0
C8274;RALN;EQ;0FZEQF;0;3;0;0;0;0
C8274;RALN;OE;0OEESP;1;0;0;0;0;0
C7717;RALN;IR;0IR000;10;7;0;0;1;1
C7717;RALN;OE;0OEESP;5;2;0;0;0;2
C7717;RALN;EQ;0FZEQF;3;4;0;1;0;1
Q9155;UNIV;CC;043000;10;32;1;0;0;3
Q9155;PRUN;RI;0D0177;39;44;0;0;0;0
Q9155;UNIV;CD;050000;26;27;2;3;0;6
Q9155;UNIV;CC;040000;58;120;1;2;1;4
Q9155;UNIV;CD;048000;41;81;1;1;1;1
Q9155;PRUN;PR;0D0168;7;0;0;0;0;0
Q9155;UNIV;CB;034000;31;17;1;0;1;3
Q9155;PRUN;PR;0D0AP2;344;261;0;0;0;0
Q9155;UNIV;CB;036000;12;13;0;0;0;3
Q9155;UNIV;CC;097000;40;55;0;0;1;11
Q9155;UNIV;CC;046000;48;48;1;2;0;11
Q9155;UNIV;AL;000676;11;29;0;0;0;0
Q9155;PRUN;PR;0D0172;7;1;0;0;0;0
Q9155;UNIV;CD;051000;43;53;1;2;0;7
Q9155;UNIV;CC;0C8000;13;10;0;0;0;4
Q9155;UNIV;CB;0B7000;11;27;0;0;0;4
Q9155;UNIV;CE;062000;7;9;0;0;0;0
Q9155;PRUN;PR;0D0AD2;14;5;0;0;0;0
Q9155;PRUN;RI;0D0RTP;120;57;0;0;0;0
Q9155;PRUN;PR;0D0169;68;41;0;0;0;0
Q9155;UNIV;CD;052000;13;15;1;0;2;2
Q9155;UNIV;D2;0D0079;4;4;0;0;0;0
Q9155;UNIV;CE;063000;2;4;0;0;0;0
Q9155;PRUN;PR;0D0173;104;20;0;0;0;0
Q9155;UNIV;DG;0D0097;1;0;0;0;0;0
Q9155;UNIV;CB;037000;5;3;0;0;0;1
Q9155;PRUN;RI;0D0176;6;0;0;0;0;0
Q9155;UNIV;CD;0D7000;4;2;0;0;0;0
Q9155;UNIV;CC;042000;47;91;4;2;1;12
Q9155;UNIV;CC;045000;32;36;0;0;2;5
Q9155;UNIV;CC;0C7000;22;60;1;2;2;7
Q9155;UNIV;CE;059000;5;12;0;0;0;0
Q9155;UNIV;CE;0E6000;1;3;0;0;0;0
Q9155;PRUN;PR;0D0DO1;11;1;0;0;0;0
Q9155;UNIV;CE;061000;3;10;0;0;0;0
Q9155;UNIV;CB;038000;16;33;1;0;1;3
Q9155;UNIV;CB;030000;2;3;0;0;0;0
Q9155;UNIV;CE;0E7000;1;0;0;0;0;0
Q9155;UNIV;CE;060000;5;11;0;0;0;0
Q9155;UNIV;CB;032000;6;4;0;0;1;0
Q9155;UNIV;CD;0D6000;7;13;3;0;0;1
Q9155;UNIV;CD;049000;24;39;1;2;0;1
Q9155;PRUN;PR;0D0PO1;211;91;0;0;0;0
Q9155;PRUN;RI;0D0RTD;1;2;0;0;0;0
C5694;RALN;DI;0D0164;2;0;0;0;0;0
C5694;RALN;EQ;0FZEQF;9;20;0;0;1;2
C5694;RALN;IR;0IR000;18;38;0;0;2;3
C5694;RALN;FP;0D0103;0;1;0;0;0;0
C5694;RALN;OE;0OEESP;21;4;0;0;0;1
C3125;PRTN;FP;0D0S4C;1;0;0;0;0;0
C3125;PRTN;CB;054000;1;0;0;0;0;0
C3125;PRTN;CC;056000;0;2;0;0;0;2
C3125;PRTN;CB;0BE000;1;0;0;0;0;0
C3125;PRTN;CD;057000;1;0;0;0;0;0
C3125;PRTN;CC;0CE000;1;0;0;0;0;0
C7406;RALN;FP;0D0103;0;1;0;0;0;0
C7406;RALN;OP;0OP000;1;0;0;0;0;0
C7406;RALN;EQ;0FZEQF;3;0;0;1;1;0
C7406;RALN;OE;0OEESP;4;0;0;0;0;0
C7406;RALN;IR;0IR000;0;3;1;0;0;0
C6109;RALN;EQ;0FZEQF;1;0;0;0;0;0
C6109;RALN;FP;0D0485;1;0;0;0;0;0
C6109;RALN;IR;0IR000;1;0;0;0;2;0
C6109;RALN;OP;0OP000;0;0;0;0;1;0
C6109;RALN;OE;0OEESP;0;0;0;0;1;2
C12902;RALN;IR;0IR000;3;7;0;0;0;0
C12902;RALN;EQ;0FZEQF;2;5;0;0;0;0
C12902;RALN;OE;0OEESP;6;1;0;1;0;1
C6637;RALN;EQ;0FZEQF;1;1;0;0;0;0
C6637;RALN;IR;0IR000;0;1;0;0;5;8
C6637;RALN;OE;0OEESP;0;0;0;0;2;4
C6637;RALN;OP;0OP000;0;0;0;0;5;5
C5714;RALN;EQ;0FZEQF;0;1;0;0;0;0
C5714;RALN;OE;0OEESP;1;0;0;0;0;0
CS12816;RALN;IR;0IR000;1;0;0;0;0;0
CS12816;RALN;EQ;0FZEQF;1;0;0;0;0;0
Q9180;UNIV;CC;0C7000;1;0;0;1;0;0
Q9180;PRUN;PR;0D0DO1;8;2;0;0;0;0
Q9180;PRUN;PR;0D0PO1;65;40;0;0;0;0
Q9180;UNIV;CC;045000;0;4;0;0;0;5
Q9180;PRUN;RI;0D0RTP;43;32;0;0;0;0
Q9180;PRUN;PR;0D0AD2;13;1;0;0;0;0
Q9180;UNIV;DG;0D0097;0;1;0;0;0;0
Q9180;PRUN;RI;0D0RTD;6;2;0;0;0;0
Q9180;UNIV;CC;043000;3;3;0;0;0;3
Q9180;UNIV;CD;0D7000;0;1;0;0;0;0
Q9180;UNIV;CE;061000;1;0;0;0;0;0
Q9180;UNIV;CB;037000;2;0;0;0;0;0
Q9180;UNIV;CC;040000;21;57;0;0;1;7
Q9180;PRUN;PR;0D0168;1;0;0;0;0;0
Q9180;UNIV;CB;036000;1;1;0;0;0;0
Q9180;UNIV;CD;049000;4;8;0;1;0;5
Q9180;UNIV;AL;000676;1;4;0;0;0;0
Q9180;UNIV;CC;046000;2;12;0;1;0;7
Q9180;UNIV;CB;034000;4;3;0;0;0;1
Q9180;PRUN;PR;0D0AP2;83;83;0;0;0;0
Q9180;UNIV;D2;0D0080;1;0;0;0;0;0
Q9180;UNIV;CB;030000;2;0;0;0;0;0
Q9180;UNIV;CE;059000;1;3;0;0;0;0
Q9180;UNIV;CD;050000;2;4;0;0;0;1
Q9180;PRUN;RI;0D0177;11;9;0;0;0;0
Q9180;UNIV;CE;060000;0;2;0;0;0;0
Q9180;PRUN;PR;0D0173;5;7;0;0;0;0
Q9180;UNIV;CC;097000;0;2;0;0;1;2
Q9180;UNIV;CD;052000;1;6;0;1;0;0
Q9180;UNIV;D2;0D0079;2;1;0;0;0;0
Q9180;UNIV;CD;048000;17;28;0;2;0;4
Q9180;UNIV;CC;042000;13;23;0;0;0;14
Q9180;UNIV;CD;051000;2;2;0;0;0;3
Q9180;PRUN;PR;0D0169;4;3;0;0;0;0
Q9180;UNIV;CD;0D6000;0;1;0;0;0;1
Q9180;PRUN;PR;0D0172;1;1;0;0;0;0
Q9180;PRUN;RI;0D0176;3;2;0;0;0;0
OL13795;EPNE;AT;0AS000;0;0;1;0;0;0
C752;RALN;OE;0OEESP;1;2;0;0;0;1
C752;RALN;IR;0IR000;1;4;0;0;0;0
C752;RALN;EQ;0FZEQF;4;10;0;0;0;0
C6229;PRTN;FP;0D0S1C;1;0;0;0;0;0
C6229;PRTN;CD;057000;23;29;0;0;1;12
C6229;PRTN;CA;053000;3;13;2;8;1;13
C6229;PRTN;CC;0CE000;22;26;0;1;0;10
C6229;PRTN;DI;0D0077;5;2;0;0;0;0
C6229;PRTN;CB;054000;3;4;0;0;0;0
C6229;PRTN;RP;000096;1;0;0;0;0;0
C6229;PRTN;CB;0BE000;28;13;0;2;3;17
C6229;PRTN;CD;0DE000;1;1;0;0;0;0
C6229;PRTN;CC;056000;50;79;2;5;4;34
D8380;EN60;LI;0000ND;16;18;0;1;0;0
D8380;EN60;DI;0D00NF;2;0;0;0;0;0
PN8567;EPNE;FU;0FZ000;2;4;0;0;0;0
PN8567;EPNE;AT;0AS000;5;2;0;0;0;0
PN8567;EPNE;OP;0OP000;1;0;0;0;0;0
C1397;PRTN;CC;0CE000;1;1;0;0;0;1
C1397;PRTN;CD;057000;0;1;0;0;0;0
C1397;PRTN;FP;0D0S4C;1;0;0;0;0;0
C1397;PRTN;CA;053000;0;1;0;0;0;0
C1397;PRTN;CC;056000;1;2;0;0;0;0
C1397;PRTN;CB;054000;2;0;0;0;0;0
AU10079;AUIN;DI;0D00NF;17;16;0;0;0;0
AU10079;AUIN;LI;0000ND;96;151;0;0;0;4
C4479;RALN;OE;0OEESP;2;6;0;0;0;0
C4479;RALN;EQ;0FZEQF;3;7;0;0;0;0
C4479;RALN;RU;0D0I96;1;0;0;0;0;0
C4479;RALN;IR;0IR000;15;23;0;0;0;0
C4479;RALN;RP;000096;0;2;0;0;0;0
C4479;RALN;FP;0D0103;1;0;0;0;0;0
FL11988;LS13;LI;0000ND;195;101;0;0;0;0
OL13527;EPNE;AT;0AS000;0;0;0;0;0;1
OL13527;EPNE;FU;0FZ000;0;1;0;0;0;0
C227;RALN;FP;0D0103;0;1;0;0;0;0
C227;RALN;EQ;0FZEQF;3;5;0;0;1;0
C227;RALN;IR;0IR000;15;12;1;0;0;0
C227;RALN;OP;0OP000;5;4;0;0;0;0
C227;RALN;OE;0OEESP;20;14;2;0;0;0
C3013;RALN;EQ;0FZEQF;12;11;0;0;0;0
C3013;RALN;OE;0OEESP;15;1;0;0;2;0
C3013;RALN;FP;0D0103;1;0;0;0;0;0
C3013;RALN;IR;0IR000;9;23;0;0;0;3
C1772;RALN;IR;0IR000;0;0;0;0;1;0
C1772;RALN;EQ;0FZEQF;1;0;0;0;0;0
C1772;RALN;OP;0OP000;0;0;0;0;3;5
C1772;RALN;OE;0OEESP;0;1;0;0;3;1
C3619;RALN;EQ;0FZEQF;2;0;0;0;0;0
C3619;RALN;OP;0OP000;1;0;0;0;0;0
C3619;RALN;IR;0IR000;4;3;0;0;0;0
C3619;RALN;OE;0OEESP;5;1;0;0;0;0
C4299;RALN;OE;0OEESP;0;0;0;0;0;1
C4299;RALN;IR;0IR000;0;3;0;0;0;0
C414;RALN;FP;0D0103;0;1;0;0;0;0
C414;RALN;IR;0IR000;1;2;0;0;0;0
C414;RALN;OP;0OP000;1;0;0;0;0;0
C414;RALN;RP;000096;0;0;0;1;0;0
C414;RALN;OE;0OEESP;1;1;0;0;0;0
C414;RALN;EQ;0FZEQF;0;0;1;1;0;0
C6296;RALN;DG;0D0097;0;0;1;0;0;0
C6296;RALN;OE;0OEESP;100;11;1;0;0;0
C6296;RALN;FP;0D0102;0;1;0;0;0;0
C6296;RALN;DI;0D0165;2;0;0;0;0;0
C6296;RALN;RP;000096;2;2;1;0;0;0
C6296;RALN;DI;0D0164;4;5;0;0;0;0
C6296;RALN;IR;0IR000;273;122;0;0;3;6
C6296;RALN;EQ;0FZEQF;108;114;2;1;0;2
C746;RALN;OE;0OEESP;1;0;0;0;0;0
C746;RALN;IR;0IR000;0;2;0;0;0;2
C746;RALN;EQ;0FZEQF;0;0;0;0;0;1
C6922;RALN;OE;0OEESP;1;1;0;0;0;1
C6922;RALN;EQ;0FZEQF;3;6;0;0;0;0
C6922;RALN;IR;0IR000;7;15;0;0;0;1
C6922;RALN;FP;0D0102;0;1;0;0;0;0
C1557;RALN;IR;0IR000;2;0;0;1;0;0
C1557;RALN;FP;0D0103;0;0;1;0;0;0
C1557;RALN;OP;0OP000;1;0;2;1;0;0
C1557;RALN;EQ;0FZEQF;0;0;2;0;0;0
C1557;RALN;OE;0OEESP;1;1;0;1;0;0
RS9206;RETN;CC;043000;23;38;0;1;1;14
RS9206;RETN;CA;025000;1;0;0;0;0;0
RS9206;RETN;CB;032000;15;15;0;0;1;13
RS9206;RETN;CA;025000;8;3;0;0;0;2
RS9206;RETN;CC;056000;27;51;0;1;1;15
RS9206;RETN;DI;0D0099;0;2;0;0;0;0
RS9206;RETN;CA;053000;1;1;0;0;0;0
RS9206;RETN;CC;056000;1;1;0;0;0;0
RS9206;RETN;CB;04S000;0;2;0;0;0;0
RS9206;RETN;CB;036000;0;1;0;0;0;2
RS9206;RETN;CB;04S000;8;14;0;2;0;16
RS9206;RETN;CB;033000;0;1;0;0;0;1
RS9206;RETN;CA;027000;4;2;0;0;0;4
RS9206;RETN;CC;042000;1;1;0;0;0;1
RS9206;RETN;CC;043000;1;1;0;0;0;1
RS9206;RETN;CA;053000;15;13;1;0;0;2
RS9206;RETN;CA;027000;3;0;0;0;0;0
RS9206;RETN;CC;042000;17;23;0;1;2;6
RS9206;RETN;CB;032000;0;3;0;0;0;0
RS9206;RETN;CB;054000;20;29;1;0;0;9
RS9206;RETN;CB;036000;16;37;0;1;0;22
RS9206;RETN;DI;0D0100;2;0;0;0;0;0
RS9206;RETN;CB;055000;3;1;0;0;0;1
RS9206;RETN;CB;033000;5;14;0;0;1;6
RS9206;RETN;CB;055000;18;66;0;1;0;13
AG10561;REFR;DI;0D0099;1;0;0;0;0;0
AG10561;REFR;CC;040000;2;2;0;0;0;0
AG10561;REFR;CD;0D6000;1;0;0;0;0;0
C1141;RALN;IR;0IR000;0;1;0;0;0;0
C1141;RALN;OE;0OEESP;0;0;0;0;1;0
IP10709;RALN;EQ;0FZEQF;1;4;0;0;0;1
IP10709;RALN;OE;0OEESP;7;32;0;0;0;2
IP10709;RALN;DF;0D0098;0;1;0;0;0;0
IP10709;RALN;IR;0IR000;3;32;0;0;0;4
C4845;RALN;IR;0IR000;0;4;1;1;0;0
C4845;RALN;EQ;0FZEQF;1;0;0;0;0;0
C4845;RALN;OE;0OEESP;1;0;0;0;0;0
C4245;RALN;EQ;0FZEQF;1;0;0;0;0;0
C4245;RALN;IR;0IR000;0;1;0;0;0;0
C4245;RALN;OP;0OP000;1;0;0;0;0;0
C7316;RALN;IR;0IR000;3;2;0;0;0;0
C7316;RALN;EQ;0FZEQF;1;1;1;1;0;0
C7316;RALN;OE;0OEESP;2;1;0;0;0;0
P9042;RALN;DI;0D0165;1;0;0;0;0;0
P9042;RALN;OE;0OEESP;15;3;0;0;0;0
P9042;RALN;DI;0D0164;1;2;0;0;0;0
P9042;RALN;FP;0D0102;1;0;0;0;0;0
P9042;RALN;IR;0IR000;24;25;0;0;0;0
P9042;RALN;EQ;0FZEQF;17;6;0;0;0;0
P9042;RALN;OP;0OP000;8;1;14;0;0;0
P9042;RALN;RP;000096;0;1;0;0;0;0
IR8550;ERIC;RI;0D0093;21;26;0;0;0;1
IR8550;ERIC;6L;014088;11;2;0;0;0;0
IR8550;ERIC;TC;0D0094;23;15;1;0;0;2
IR8550;ERIC;5L;013088;8;1;1;0;0;0
IR8550;ERIC;4L;012091;3;4;0;0;0;0
IR8550;ERIC;RI;0D0089;4;2;0;0;0;0
IR8550;ERIC;6L;014092;4;3;0;0;0;0
IR8550;ERIC;RI;0D0397;12;13;0;0;0;0
IR8550;ERIC;TC;0D0090;2;2;0;0;0;0
IR8550;ERIC;7L;016087;2;4;0;0;0;0
IR8550;ERIC;4L;012088;14;0;0;0;0;0
IR8550;ERIC;D2;0D0080;2;0;0;0;0;0
IR8550;ERIC;DB;0D0DDD;4;0;0;0;0;0
IR8550;ERIC;DG;0D0097;0;1;0;0;0;0
IR8550;ERIC;5L;013087;2;6;0;0;0;0
IR8550;ERIC;6L;014087;1;3;0;0;0;0
IR8550;ERIC;5L;013091;1;5;0;0;0;0
IR8550;ERIC;TC;0D0398;24;4;0;0;0;0
C3209;RALN;OE;0OEESP;1;0;0;0;0;0
C3209;RALN;EQ;0FZEQF;0;1;0;1;0;0
AP9855;SSNA;DG;0D0163;1;0;0;0;0;0
AP9855;SSNA;PF;TPFCTS;4;3;0;0;0;0
AP9855;SSNA;DA;AD0032;0;1;0;0;0;0
AP9855;SSNA;DG;0D0097;1;0;0;0;0;0
AP9855;SSNA;DP;PD0S45;0;1;0;0;0;0
AP9855;SSNA;PT;0PTSPR;10;3;0;0;0;0
AP9855;SSNA;OP;0OP269;7;1;0;0;0;0
AP9855;SSNA;OP;AOP870;3;9;0;0;0;0
AP9855;SSNA;PF;APF028;5;10;0;0;0;0
AP9855;SSNA;CH;SD0E15;1;0;0;0;0;0
AP9855;SSNA;DT;TD0S02;10;8;0;0;0;0
AP9855;SSNA;DT;TD0C02;5;3;0;0;0;0
AP9855;SSNA;AT;TAT162;1;0;0;0;0;0
AP9855;SSNA;DA;AD0S31;1;1;0;0;0;0
AP9855;SSNA;DA;AD0A31;3;0;0;0;0;0
AP9855;SSNA;DP;PD0046;2;0;0;0;0;0
AP9855;SSNA;DP;PD0S03;1;0;0;0;0;0
AP9855;SSNA;BI;SD0E12;1;0;0;0;0;0
AP9855;SSNA;PF;APFCAS;7;10;0;0;0;0
AP9855;SSNA;DP;PD0A45;0;0;1;0;0;0
AP9855;SSNA;AT;TAT119;43;26;0;0;0;0
AP9855;SSNA;AT;AAT117;11;39;0;1;0;0
AP9855;SSNA;DG;0D0482;0;1;0;0;0;0
AP9855;SSNA;DP;PD0606;1;0;0;0;0;0
AP9855;SSNA;PF;TPF026;85;111;1;2;0;4
AP9855;SSNA;MD;SD0E33;0;1;0;0;0;0
AP9855;SSNA;PF;SPFASE;7;6;1;1;0;0
AP9855;SSNA;PF;SPFINE;0;1;0;0;0;0
AP9855;SSNA;PF;SPFPRV;9;6;0;0;0;0
C664;RALN;OE;0OEESP;2;0;0;0;0;0
C664;RALN;IR;0IR000;3;0;0;0;0;1
C664;RALN;OP;0OP000;0;1;0;0;0;0
C5431;RALN;EQ;0FZEQF;0;1;1;0;0;0
C5431;RALN;IR;0IR000;8;1;0;0;0;0
C5431;RALN;RU;0D0I96;0;0;0;0;0;1
C5431;RALN;OE;0OEESP;4;1;0;0;0;0
C5431;RALN;FP;0D0103;1;0;0;0;0;0
C4444;REFR;CD;048000;2;0;0;0;0;0
C4444;REFR;CC;040000;0;2;0;0;0;0
C4444;REFR;CB;030000;0;1;0;0;0;0
C4444;REFR;CB;038000;1;0;0;0;0;0
C4621;RALN;IR;0IR000;0;3;1;0;0;0
C4621;RALN;OE;0OEESP;1;0;0;0;0;0
C4621;RALN;EQ;0FZEQF;1;0;0;0;0;0
C2696;RALN;IR;0IR000;1;1;0;0;0;0
C2696;RALN;EQ;0FZEQF;0;3;0;0;0;0
C6934;RALN;EQ;0FZEQF;0;1;0;0;0;0
C6934;RALN;IR;0IR000;1;0;0;0;0;1
C6934;RALN;OP;0OP000;1;0;0;0;0;0
C6934;RALN;FP;0D0485;1;0;0;0;0;0
C771;PRTN;CB;0BE000;0;7;0;0;0;1
C771;PRTN;CB;054000;5;0;0;0;0;0
C771;PRTN;CC;0CE000;1;1;0;0;0;0
C771;PRTN;CA;053000;0;3;0;1;0;0
C771;PRTN;CD;057000;2;2;0;0;0;0
C771;PRTN;CD;0DE000;0;1;0;0;0;0
C771;PRTN;CC;056000;3;4;0;0;0;2
C2660;RALN;EQ;0FZEQF;1;2;0;1;0;0
C2660;RALN;IR;0IR000;3;2;1;1;0;1
IR8540;ERIC;7L;016092;2;0;0;0;0;0
IR8540;ERIC;8L;018092;1;0;0;0;0;0
IR8540;ERIC;TC;0D0090;1;1;0;0;0;0
IR8540;ERIC;TC;0D0398;10;3;0;0;0;0
IR8540;ERIC;5L;013088;12;3;0;0;0;0
IR8540;ERIC;6L;014087;0;4;0;0;0;0
IR8540;ERIC;7L;016396;0;2;0;0;0;0
IR8540;ERIC;5L;013087;0;8;0;0;0;0
IR8540;ERIC;RI;0D0397;26;8;0;0;0;0
IR8540;ERIC;7L;016087;2;7;0;0;0;0
IR8540;ERIC;DG;0D0097;1;0;0;0;0;0
IR8540;ERIC;4L;012088;26;3;2;0;1;0
IR8540;ERIC;RI;0D0093;51;21;0;0;0;0
IR8540;ERIC;D2;0D0079;0;1;0;0;0;0
IR8540;ERIC;6L;014092;6;1;0;0;0;0
IR8540;ERIC;TC;0D0094;19;9;1;0;0;0
IR8540;ERIC;8L;018396;0;2;0;0;0;0
IR8540;ERIC;6L;014088;10;0;0;0;0;1
IR8540;ERIC;RI;0D0089;8;0;0;0;0;0
IR8540;ERIC;5L;013091;1;5;0;0;0;0
IR8540;ERIC;4L;012091;0;6;0;0;0;0
C6464;RALN;IR;0IR000;3;1;1;0;0;0
C6464;RALN;RU;0D0I96;0;0;1;0;0;0
C6464;RALN;OP;0OP000;1;0;0;0;0;0
C6464;RALN;EQ;0FZEQF;3;1;0;0;0;0
C6464;RALN;OE;0OEESP;1;0;0;0;1;1
C5029;RALN;IR;0IR000;0;0;0;0;0;1
C5029;RALN;EQ;0FZEQF;0;2;0;0;0;0
UC11827;RALN;IR;0IR000;5;8;0;0;1;0
UC11827;RALN;EQ;0FZEQF;6;1;0;0;0;0
C380;RALN;IR;0IR000;2;9;0;0;1;2
C380;RALN;EQ;0FZEQF;2;3;0;0;0;0
C380;RALN;OE;0OEESP;1;0;0;0;0;1
C4351;RALN;IR;0IR000;0;1;0;0;0;0
C4351;RALN;EQ;0FZEQF;0;2;0;0;0;0
LS11933;LS13;LI;0000ND;14;12;0;0;0;1
LS11933;LS13;DI;0D00NF;3;1;0;0;0;0
C5814;RALN;EQ;0FZEQF;1;0;0;0;0;0
C5814;RALN;OE;0OEESP;1;0;0;0;0;0
C5814;RALN;IR;0IR000;0;0;1;0;0;1
AG12611;MNST;FU;0FZ000;21;48;0;0;0;0
AG12611;MNST;D1;0D0077;1;0;0;0;0;0
AG12611;ERIC;5L;013088;3;6;0;1;0;1
AG12611;ERIC;4L;012088;5;9;0;0;0;3
AG12611;ERIC;TC;0D0094;5;4;0;0;0;0
AG12611;ERIC;5L;013091;1;3;0;0;0;0
AG12611;ERIC;6L;014088;5;14;0;0;0;2
AG12611;MNST;D2;0D0079;3;2;0;0;0;0
AG12611;ERIC;8L;018092;2;1;0;0;0;1
AG12611;ERIC;5L;013087;1;5;0;0;0;0
AG12611;ERIC;7L;016087;8;8;0;0;0;1
AG12611;ERIC;RI;0D0093;7;25;0;0;0;1
AG12611;ERIC;6L;014087;1;5;0;0;0;0
AG12611;ERIC;6L;014092;1;0;0;0;0;0
AG12611;ERIC;4L;012091;1;0;0;0;0;0
AG12611;ERIC;7L;016092;0;1;0;0;0;0
AG12611;MNST;AT;0AS000;7;19;1;4;0;3
