ISTITUZIONE;CONTRATTO;CATEGORIA;QUALIFICA;CAUSALE_CESSAZIONE;UOMINI;DONNE
U14022;SSNA;PT;0PTSPR;C28;2;0
J8634;SSNA;PT;0PTSPR;C18;1;0
U10748;SSNA;PT;0PTSPR;C99;2;1
U10330;SSNA;PT;0PTSPR;C03;2;1
U12386;SSNA;PT;0PTSPR;C03;1;1
U14498;SSNA;PT;0PTSPR;C01;0;2
U14022;SSNA;PT;0PTSPR;C03;2;8
U10324;SSNA;PT;0PTSPR;C03;1;1
U9415;SSNA;PT;0PTSPR;C99;1;0
U10812;SSNA;PT;0PTSPR;C99;1;0
U9473;SSNA;PT;0PTSPR;C03;0;1
U9540;SSNA;PT;0PTSPR;C03;0;11
U9563;SSNA;PT;0PTSPR;C01;0;1
U12382;SSNA;PT;0PTSPR;C03;0;3
U12356;SSNA;PT;0PTSPR;C03;5;8
U9577;SSNA;PT;0PTSPR;C01;0;2
U12356;SSNA;PT;0PTSPR;C01;1;2
U10330;SSNA;PT;0PTSPR;C01;2;3
U10746;SSNA;PT;0PTSPR;C99;2;0
U12356;SSNA;PT;0PTSPR;C99;2;2
U12354;SSNA;PT;0PTSPR;C03;0;7
U9475;SSNA;PT;0PTSPR;C03;0;1
U9550;SSNA;PT;0PTSPR;C01;1;1
U9415;SSNA;PT;0PTSPR;C03;3;0
U14496;SSNA;PT;0PTSPR;C01;1;1
U12354;SSNA;PT;0PTSPR;C25;0;1
U9437;SSNA;PT;0PTSPR;C01;1;1
U10748;SSNA;PT;0PTSPR;C01;1;3
U9415;SSNA;PT;0PTSPR;C01;0;3
U9475;SSNA;PT;0PTSPR;C01;0;1
U11805;SSNA;PT;0PTSPR;C03;0;1
U10289;SSNA;PT;0PTSPR;C28;0;2
U12370;SSNA;PT;0PTSPR;C03;0;2
U9430;SSNA;PT;0PTSPR;C03;1;2
U10755;SSNA;PT;0PTSPR;C03;1;0
U11805;SSNA;PT;0PTSPR;C28;0;2
U9471;SSNA;PT;0PTSPR;C01;0;1
C8130;RALN;IR;0IR000;C18;2;2
P9127;RALN;IR;0IR000;C21;1;0
C6755;RALN;IR;0IR000;C01;1;0
C7906;RALN;IR;0IR000;C01;1;0
C7906;RALN;IR;0IR000;C18;0;1
C3615;RALN;IR;0IR000;C01;1;0
C2274;RALN;IR;0IR000;C03;0;1
C8149;RALN;IR;0IR000;C01;1;0
C7906;RALN;IR;0IR000;C28;2;2
C3492;RALN;IR;0IR000;C28;1;0
UC10780;RALN;IR;0IR000;C18;1;1
C3857;RALN;IR;0IR000;C18;7;10
C6060;RALN;IR;0IR000;C01;1;0
C3857;RALN;IR;0IR000;C01;10;8
R9813;RALN;IR;0IR000;C01;1;4
C1363;RALN;IR;0IR000;C03;0;1
R9205;RALN;IR;0IR000;C28;14;22
P9127;RALN;IR;0IR000;C01;2;0
C7906;RALN;IR;0IR000;C03;5;4
C3857;RALN;IR;0IR000;C03;6;8
C6755;RALN;IR;0IR000;C99;1;0
C2077;RALN;IR;0IR000;C18;0;2
C2172;RALN;IR;0IR000;C21;1;0
C3492;RALN;IR;0IR000;C21;1;0
R9813;RALN;IR;0IR000;C03;2;3
C888;RALN;IR;0IR000;C03;0;1
C3374;RALN;IR;0IR000;C03;0;1
C1341;RALN;IR;0IR000;C18;1;0
C5694;RALN;IR;0IR000;C03;0;1
R9813;RALN;IR;0IR000;C28;1;4
C1862;RALN;IR;0IR000;C28;1;3
C7599;RALN;IR;0IR000;C03;1;2
C5016;RALN;IR;0IR000;C03;1;3
D8333;RALN;IR;0IR000;C19;1;1
C6411;RALN;IR;0IR000;C01;1;1
C1122;RALN;IR;0IR000;C03;1;0
C6870;RALN;IR;0IR000;C01;0;1
P10801;RALN;IR;0IR000;C03;3;1
C5339;RALN;IR;0IR000;C28;0;2
C1477;RALN;IR;0IR000;C03;1;0
C2710;RALN;IR;0IR000;C19;0;1
C7001;RALN;IR;0IR000;C03;2;0
C4485;RALN;IR;0IR000;C28;1;0
C2477;RALN;IR;0IR000;C03;0;1
D8333;RALN;IR;0IR000;C01;0;2
C4485;RALN;IR;0IR000;C03;1;0
C5329;RALN;IR;0IR000;C28;0;1
C5329;RALN;IR;0IR000;C03;0;2
CS11971;RALN;IR;0IR000;C28;0;1
C5329;RALN;IR;0IR000;C18;4;1
C6087;RALN;IR;0IR000;C18;0;1
C7717;RALN;IR;0IR000;C28;1;0
P10801;RALN;IR;0IR000;C18;1;2
C5339;RALN;IR;0IR000;C99;0;1
C5694;RALN;IR;0IR000;C18;3;1
C1862;RALN;IR;0IR000;C03;1;0
C7344;RALN;IR;0IR000;C01;1;0
C609;RALN;IR;0IR000;C28;1;0
C12761;RALN;IR;0IR000;C03;0;1
C12761;RALN;IR;0IR000;C28;0;1
P10801;RALN;IR;0IR000;C28;4;11
C609;RALN;IR;0IR000;C03;0;6
P10801;RALN;IR;0IR000;C01;1;0
R9813;RALN;IR;0IR000;C19;0;1
P9088;RALN;IR;0IR000;C18;0;1
R9813;RALN;IR;0IR000;C18;1;0
P9088;RALN;IR;0IR000;C28;1;4
C3066;RALN;IR;0IR000;C99;1;0
C7528;RALN;IR;0IR000;C01;1;1
C5139;RALN;IR;0IR000;C99;4;2
C5699;RALN;IR;0IR000;C03;0;1
C1363;RALN;IR;0IR000;C99;0;1
C5699;RALN;IR;0IR000;C18;1;0
V15393;RALN;IR;0IR000;C03;0;4
R9205;RALN;IR;0IR000;C99;1;1
C863;RALN;IR;0IR000;C21;1;0
C430;RALN;IR;0IR000;C03;1;3
C8130;RALN;IR;0IR000;C03;0;1
C3564;RALN;IR;0IR000;C03;1;0
C609;RALN;IR;0IR000;C18;1;1
C8130;RALN;IR;0IR000;C28;0;1
C5694;RALN;IR;0IR000;C19;0;2
P9088;RALN;IR;0IR000;C03;6;1
C5804;RALN;IR;0IR000;C01;1;0
C3374;RALN;IR;0IR000;C01;1;1
C6467;RALN;IR;0IR000;C18;1;0
C8229;RALN;IR;0IR000;C28;0;1
P10801;RALN;IR;0IR000;C25;2;0
D8333;RALN;IR;0IR000;C18;0;1
R9205;RALN;IR;0IR000;C01;17;5
R9813;RALN;IR;0IR000;C03;12;25
P9088;RALN;IR;0IR000;C19;1;1
V12930;RALN;IR;0IR000;C99;0;1
R9813;RALN;IR;0IR000;C99;2;0
C8097;RALN;IR;0IR000;C99;1;0
C4861;RALN;IR;0IR000;C25;1;0
R9205;RALN;IR;0IR000;C18;1;1
R9813;RALN;IR;0IR000;C28;1;0
V12811;RALN;IR;0IR000;C21;0;5
C2387;RALN;IR;0IR000;C99;2;2
C4844;RALN;IR;0IR000;C28;0;1
C887;RALN;IR;0IR000;C03;1;0
C2020;RALN;IR;0IR000;C18;0;1
P9111;RALN;IR;0IR000;C28;1;4
C7973;RALN;IR;0IR000;C28;10;13
C7973;RALN;IR;0IR000;C01;2;2
C6320;RALN;IR;0IR000;C18;0;1
C2410;RALN;IR;0IR000;C28;1;0
C4844;RALN;IR;0IR000;C01;0;1
C6060;RALN;IR;0IR000;C28;1;0
C3454;RALN;IR;0IR000;C19;0;1
C3884;RALN;IR;0IR000;C99;0;1
C3884;RALN;IR;0IR000;C18;0;1
C604;RALN;IR;0IR000;C03;1;0
C7973;RALN;IR;0IR000;C03;0;7
C1562;RALN;IR;0IR000;C01;0;1
C6320;RALN;IR;0IR000;C01;1;0
V12811;RALN;IR;0IR000;C01;0;2
C1500;RALN;IR;0IR000;C18;0;1
C7973;RALN;IR;0IR000;C18;1;2
PA148;RALN;IR;0IR000;C21;0;2
C5622;RALN;IR;0IR000;C21;1;0
C3360;RALN;IR;0IR000;C18;1;0
R9196;RALN;IR;0IR000;C18;1;2
R9196;RALN;IR;0IR000;C99;5;4
C5054;RALN;IR;0IR000;C18;1;0
C3073;RALN;IR;0IR000;C99;2;4
R9196;RALN;IR;0IR000;C21;0;3
C3522;RALN;IR;0IR000;C28;4;4
C2072;RALN;IR;0IR000;C03;6;8
C3073;RALN;IR;0IR000;C01;2;0
UC12481;RALN;IR;0IR000;C18;0;1
CM9102;RALN;IR;0IR000;C99;2;2
V12811;RALN;IR;0IR000;C03;1;1
C6938;RALN;IR;0IR000;C01;4;0
C4548;RALN;IR;0IR000;C03;1;0
C2072;RALN;IR;0IR000;C01;11;14
V9777;RALN;IR;0IR000;C01;0;1
R9196;RALN;IR;0IR000;C01;18;8
C5622;RALN;IR;0IR000;C19;0;1
C2410;RALN;IR;0IR000;C03;0;1
C2481;RALN;IR;0IR000;C99;0;3
C1396;RALN;IR;0IR000;C01;1;0
C4421;RALN;IR;0IR000;C03;6;1
V12905;RALN;IR;0IR000;C03;2;1
UC9993;RALN;IR;0IR000;C18;1;0
UC12471;RALN;IR;0IR000;C03;0;1
C5569;RALN;IR;0IR000;C18;0;1
UC9993;RALN;IR;0IR000;C19;0;1
P9100;RALN;IR;0IR000;C03;3;0
C5468;RALN;IR;0IR000;C18;1;0
C5569;RALN;IR;0IR000;C99;1;0
P9100;RALN;IR;0IR000;C01;2;0
C3864;RALN;IR;0IR000;C03;1;0
C2293;RALN;IR;0IR000;C19;0;1
C3592;RALN;IR;0IR000;C01;0;2
C6333;RALN;IR;0IR000;C18;1;0
C3592;RALN;IR;0IR000;C18;0;1
C3865;RALN;IR;0IR000;C28;1;0
C4635;RALN;IR;0IR000;C28;0;1
C3592;RALN;IR;0IR000;C99;2;4
C5450;RALN;IR;0IR000;C28;1;0
C2015;RALN;IR;0IR000;C01;0;1
C3592;RALN;IR;0IR000;C03;0;1
P9111;RALN;IR;0IR000;C03;0;3
C7831;RALN;IR;0IR000;C01;0;1
C887;RALN;IR;0IR000;C21;0;1
C1824;RALN;IR;0IR000;C18;1;1
C1824;RALN;IR;0IR000;C03;0;1
IP10550;RALN;IR;0IR000;C03;0;1
UC10438;RALN;IR;0IR000;C03;0;1
C7560;RALN;IR;0IR000;C03;0;1
C1562;RALN;IR;0IR000;C21;0;1
C1241;RALN;IR;0IR000;C99;0;1
C5203;RALN;IR;0IR000;C99;0;1
P9088;RALN;IR;0IR000;C01;1;0
C6790;RALN;IR;0IR000;C18;0;1
C4257;RALN;IR;0IR000;C01;0;1
C4950;RALN;IR;0IR000;C99;2;2
C7762;RALN;IR;0IR000;C18;0;1
C2072;RALN;IR;0IR000;C19;1;1
C1492;RALN;IR;0IR000;C03;1;0
C3984;RALN;IR;0IR000;C03;1;0
C3522;RALN;IR;0IR000;C03;2;2
C5950;RALN;IR;0IR000;C99;0;1
C5876;RALN;IR;0IR000;C01;2;0
C3522;RALN;IR;0IR000;C18;3;2
C4300;RALN;IR;0IR000;C03;0;1
V12905;RALN;IR;0IR000;C18;2;0
C5410;RALN;IR;0IR000;C28;1;0
C2077;RALN;IR;0IR000;C28;1;0
C5034;RALN;IR;0IR000;C18;0;1
C2933;RALN;IR;0IR000;C03;1;0
C3438;RALN;IR;0IR000;C99;1;0
C430;RALN;IR;0IR000;C01;0;2
C6798;RALN;IR;0IR000;C99;0;2
C2499;RALN;IR;0IR000;C99;1;0
C2499;RALN;IR;0IR000;C18;0;1
C2020;RALN;IR;0IR000;C28;0;2
C5410;RALN;IR;0IR000;C18;0;1
C662;RALN;IR;0IR000;C01;1;0
C2137;RALN;IR;0IR000;C28;0;4
C5541;RALN;IR;0IR000;C01;0;1
C1875;RALN;IR;0IR000;C03;0;1
C6176;RALN;IR;0IR000;C18;0;1
C3073;RALN;IR;0IR000;C03;2;4
C4942;RALN;IR;0IR000;C01;1;0
C430;RALN;IR;0IR000;C18;3;1
C6176;RALN;IR;0IR000;C28;1;0
C707;RALN;IR;0IR000;C18;1;0
C1314;RALN;IR;0IR000;C01;1;0
C887;RALN;IR;0IR000;C25;1;0
C2121;RALN;IR;0IR000;C18;0;3
IP10550;RALN;IR;0IR000;C19;0;1
C5016;RALN;IR;0IR000;C99;0;2
C2121;RALN;IR;0IR000;C03;0;3
C3657;RALN;IR;0IR000;C28;1;2
UC12346;RALN;IR;0IR000;C01;1;0
V12811;RALN;IR;0IR000;C18;1;0
C3200;RALN;IR;0IR000;C99;1;0
C6216;RALN;IR;0IR000;C28;1;1
V12811;RALN;IR;0IR000;C19;2;0
C3426;RALN;IR;0IR000;C01;1;0
C514;RALN;IR;0IR000;C03;0;3
C3039;RALN;IR;0IR000;C99;1;1
C2193;RALN;IR;0IR000;C99;1;0
C2077;RALN;IR;0IR000;C01;2;3
C514;RALN;IR;0IR000;C25;1;1
C2877;RALN;IR;0IR000;C18;0;1
C4342;RALN;IR;0IR000;C21;1;0
C4023;RALN;IR;0IR000;C28;0;1
C7913;RALN;IR;0IR000;C03;2;0
C4888;RALN;IR;0IR000;C99;2;1
C4942;RALN;IR;0IR000;C18;1;0
C2137;RALN;IR;0IR000;C03;0;1
C430;RALN;IR;0IR000;C28;14;17
C604;RALN;IR;0IR000;C99;0;1
C2121;RALN;IR;0IR000;C28;1;2
C8294;RALN;IR;0IR000;C18;0;1
C4015;RALN;IR;0IR000;C03;0;1
C5016;RALN;IR;0IR000;C18;1;0
P9099;RALN;IR;0IR000;C03;2;1
C662;RALN;IR;0IR000;C03;1;0
C707;RALN;IR;0IR000;C99;1;0
D8344;RALN;IR;0IR000;C18;0;1
C3073;RALN;IR;0IR000;C18;0;2
C3522;RALN;IR;0IR000;C21;5;0
C8294;RALN;IR;0IR000;C01;0;1
R9196;RALN;IR;0IR000;C28;10;11
C8125;RALN;IR;0IR000;C18;1;0
C12911;RALN;IR;0IR000;C18;1;0
CM9102;RALN;IR;0IR000;C03;2;1
C4810;RALN;IR;0IR000;C01;0;1
C7071;RALN;IR;0IR000;C28;3;5
C8125;RALN;IR;0IR000;C28;0;1
C2072;RALN;IR;0IR000;C21;7;2
C5887;RALN;IR;0IR000;C03;0;1
P9120;RALN;IR;0IR000;C03;1;1
C2077;RALN;IR;0IR000;C03;1;1
C8297;RALN;IR;0IR000;C03;3;2
C449;RALN;IR;0IR000;C03;0;1
P9120;RALN;IR;0IR000;C01;0;1
C449;RALN;IR;0IR000;C01;1;0
C3131;RALN;IR;0IR000;C99;1;0
C5950;RALN;IR;0IR000;C01;1;2
V12811;RALN;IR;0IR000;C28;3;0
P9120;RALN;IR;0IR000;C28;5;6
C2970;RALN;IR;0IR000;C99;1;0
C7001;RALN;IR;0IR000;C01;1;0
C8149;RALN;IR;0IR000;C21;1;0
CM9102;RALN;IR;0IR000;C28;2;1
C7625;RALN;IR;0IR000;C99;0;1
CM9102;RALN;IR;0IR000;C01;6;3
C2193;RALN;IR;0IR000;C18;0;1
C430;RALN;IR;0IR000;C25;0;1
CM9102;RALN;IR;0IR000;C19;2;2
C662;RALN;IR;0IR000;C18;1;0
C4604;RALN;IR;0IR000;C99;1;0
C7625;RALN;IR;0IR000;C03;1;3
C8297;RALN;IR;0IR000;C18;2;0
V12922;RALN;IR;0IR000;C99;0;1
C4442;RALN;IR;0IR000;C28;2;1
C4442;RALN;IR;0IR000;C01;2;0
C4442;RALN;IR;0IR000;C19;1;0
C4442;RALN;IR;0IR000;C18;2;1
C455;RALN;IR;0IR000;C28;0;1
C1310;RALN;IR;0IR000;C18;1;1
C4044;RALN;IR;0IR000;C19;0;1
C2971;RALN;IR;0IR000;C03;0;1
C4044;RALN;IR;0IR000;C03;0;1
C231;RALN;IR;0IR000;C01;1;0
C3628;RALN;IR;0IR000;C01;0;1
UC11864;RALN;IR;0IR000;C28;0;1
P9072;RALN;IR;0IR000;C18;1;0
P9072;RALN;IR;0IR000;C21;1;0
UC11864;RALN;IR;0IR000;C03;1;1
C2971;RALN;IR;0IR000;C18;0;1
V12922;RALN;IR;0IR000;C03;2;0
C2363;RALN;IR;0IR000;C28;3;7
V12922;RALN;IR;0IR000;C01;0;2
C2363;RALN;IR;0IR000;C03;3;1
C3628;RALN;IR;0IR000;C19;1;0
P9072;RALN;IR;0IR000;C28;1;1
ES10847;RALN;IR;0IR000;C19;0;2
C4818;RALN;IR;0IR000;C01;70;32
ES10847;RALN;IR;0IR000;C99;1;0
C6708;RALN;IR;0IR000;C01;1;0
C5873;RALN;IR;0IR000;C18;0;1
C1310;RALN;IR;0IR000;C03;2;6
C7662;RALN;IR;0IR000;C99;1;0
C5873;RALN;IR;0IR000;C01;1;3
UC11829;RALN;IR;0IR000;C03;0;1
C495;RALN;IR;0IR000;C01;0;1
C6708;RALN;IR;0IR000;C28;0;1
C6711;RALN;IR;0IR000;C03;0;1
C8182;RALN;IR;0IR000;C28;1;4
C12241;RALN;IR;0IR000;C03;1;1
C2373;RALN;IR;0IR000;C03;1;0
C12241;RALN;IR;0IR000;C18;0;1
C2373;RALN;IR;0IR000;C28;0;1
C253;RALN;IR;0IR000;C18;2;1
C1798;RALN;IR;0IR000;C18;0;1
C5215;RALN;IR;0IR000;C18;2;0
C5215;RALN;IR;0IR000;C28;0;3
C5215;RALN;IR;0IR000;C03;0;1
C1798;RALN;IR;0IR000;C99;2;3
C12241;RALN;IR;0IR000;C28;2;2
C1798;RALN;IR;0IR000;C03;0;1
C4975;RALN;IR;0IR000;C99;1;0
C758;RALN;IR;0IR000;C99;1;0
C2480;RALN;IR;0IR000;C18;0;1
C6212;RALN;IR;0IR000;C21;1;0
C4028;RALN;IR;0IR000;C01;0;1
C2825;RALN;IR;0IR000;C28;1;1
C758;RALN;IR;0IR000;C18;1;0
C2582;RALN;IR;0IR000;C28;1;4
C4368;RALN;IR;0IR000;C03;1;0
C2771;RALN;IR;0IR000;C99;0;1
C2582;RALN;IR;0IR000;C03;0;1
C5479;RALN;IR;0IR000;C19;0;1
C1215;RALN;IR;0IR000;C19;0;1
C1610;RALN;IR;0IR000;C01;2;0
C5173;RALN;IR;0IR000;C03;0;1
C1263;RALN;IR;0IR000;C03;1;0
C5329;RALN;IR;0IR000;C99;0;2
C3621;RALN;IR;0IR000;C03;1;1
C7969;RALN;IR;0IR000;C18;0;1
C3942;RALN;IR;0IR000;C03;0;1
C647;RALN;IR;0IR000;C21;1;0
C4368;RALN;IR;0IR000;C18;2;4
IP10120;RALN;IR;0IR000;C28;1;3
C1249;RALN;IR;0IR000;C99;1;0
C3885;RALN;IR;0IR000;C18;1;1
C1173;RALN;IR;0IR000;C21;0;1
C4616;RALN;IR;0IR000;C03;0;1
C5976;RALN;IR;0IR000;C28;1;0
C3972;RALN;IR;0IR000;C99;0;3
C3972;RALN;IR;0IR000;C18;0;1
C7666;RALN;IR;0IR000;C03;1;0
V9795;RALN;IR;0IR000;C28;1;0
V9795;RALN;IR;0IR000;C03;0;1
C3972;RALN;IR;0IR000;C28;1;0
C3885;RALN;IR;0IR000;C03;0;2
C3885;RALN;IR;0IR000;C28;0;2
C4481;RALN;IR;0IR000;C03;0;1
C4818;RALN;IR;0IR000;C25;1;0
CS10915;RALN;IR;0IR000;C28;1;0
ES12977;RALN;IR;0IR000;C03;1;1
C677;RALN;IR;0IR000;C28;0;1
C4368;RALN;IR;0IR000;C28;2;1
C7880;RALN;IR;0IR000;C03;0;1
P9072;RALN;IR;0IR000;C03;1;0
C7848;RALN;IR;0IR000;C01;0;1
C1251;RALN;IR;0IR000;C99;0;1
ES12977;RALN;IR;0IR000;C01;1;0
C4368;RALN;IR;0IR000;C01;0;1
C5716;RALN;IR;0IR000;C03;0;2
C6555;RALN;IR;0IR000;C18;2;0
CM9114;RALN;IR;0IR000;C28;3;3
C1030;RALN;IR;0IR000;C19;0;1
C1030;RALN;IR;0IR000;C18;1;0
CM9114;RALN;IR;0IR000;C21;2;6
CM9114;RALN;IR;0IR000;C18;3;1
C5839;RALN;IR;0IR000;C18;1;0
C5343;RALN;IR;0IR000;C03;0;1
C1991;RALN;IR;0IR000;C01;2;0
CM9114;RALN;IR;0IR000;C03;1;4
C5839;RALN;IR;0IR000;C28;3;1
C2454;RALN;IR;0IR000;C03;1;0
C6230;RALN;IR;0IR000;C99;0;1
C2269;RALN;IR;0IR000;C18;0;1
C7466;RALN;IR;0IR000;C28;3;1
C7537;RALN;IR;0IR000;C03;1;0
C6884;RALN;IR;0IR000;C18;1;2
P9032;RALN;IR;0IR000;C01;1;0
C7537;RALN;IR;0IR000;C99;1;1
C2687;RALN;IR;0IR000;C18;0;1
P9032;RALN;IR;0IR000;C03;1;0
C1991;RALN;IR;0IR000;C99;0;1
C3546;RALN;IR;0IR000;C28;1;0
CM9114;RALN;IR;0IR000;C01;1;1
C1236;RALN;IR;0IR000;C03;2;0
C7667;RALN;IR;0IR000;C21;0;1
C3542;RALN;IR;0IR000;C03;1;0
C5088;RALN;IR;0IR000;C03;2;0
C7562;RALN;IR;0IR000;C01;1;0
C7562;RALN;IR;0IR000;C03;1;0
C2565;RALN;IR;0IR000;C03;0;3
C4824;RALN;IR;0IR000;C19;0;1
C2756;RALN;IR;0IR000;C99;0;1
C1236;RALN;IR;0IR000;C28;5;5
C4824;RALN;IR;0IR000;C01;1;1
P9032;RALN;IR;0IR000;C28;0;2
C6552;RALN;IR;0IR000;C28;0;1
C4124;RALN;IR;0IR000;C03;1;0
C4124;RALN;IR;0IR000;C99;0;1
C1115;RALN;IR;0IR000;C03;0;1
C4124;RALN;IR;0IR000;C01;5;1
C8089;RALN;IR;0IR000;C03;1;0
C5633;RALN;IR;0IR000;C01;0;1
UC10901;RALN;IR;0IR000;C28;1;1
C1236;RALN;IR;0IR000;C18;2;3
C3875;RALN;IR;0IR000;C99;1;0
P9032;RALN;IR;0IR000;C18;1;0
C5672;RALN;IR;0IR000;C03;1;0
C4265;RALN;IR;0IR000;C18;1;0
C222;RALN;IR;0IR000;C01;5;0
C6484;RALN;IR;0IR000;C01;0;1
C704;RALN;IR;0IR000;C28;0;2
C3250;RALN;IR;0IR000;C01;0;1
C7082;RALN;IR;0IR000;C99;0;1
C3038;RALN;IR;0IR000;C28;2;3
C6921;RALN;IR;0IR000;C03;1;0
C5481;RALN;IR;0IR000;C01;1;0
C1852;RALN;IR;0IR000;C28;0;1
N8901;RALN;IR;0IR000;C01;1;0
C510;RALN;IR;0IR000;C18;1;0
C1091;RALN;IR;0IR000;C03;0;1
C3038;RALN;IR;0IR000;C18;0;2
C253;RALN;IR;0IR000;C03;1;0
C5873;RALN;IR;0IR000;C19;0;1
C5873;RALN;IR;0IR000;C28;5;1
C1173;RALN;IR;0IR000;C28;2;0
C5873;RALN;IR;0IR000;C99;1;2
C2923;RALN;IR;0IR000;C28;0;1
C6555;RALN;IR;0IR000;C28;1;0
C3038;RALN;IR;0IR000;C03;0;1
V9736;RALN;IR;0IR000;C03;0;1
C6555;RALN;IR;0IR000;C01;0;1
C5961;RALN;IR;0IR000;C19;0;1
V9736;RALN;IR;0IR000;C99;1;2
P9064;RALN;IR;0IR000;C28;0;3
C1554;RALN;IR;0IR000;C28;2;2
C7084;RALN;IR;0IR000;C99;1;1
C7084;RALN;IR;0IR000;C03;0;3
C2923;RALN;IR;0IR000;C99;0;1
C256;RALN;IR;0IR000;C99;2;0
C7084;RALN;IR;0IR000;C18;0;1
C6884;RALN;IR;0IR000;C28;2;5
C4559;RALN;IR;0IR000;C28;1;0
C222;RALN;IR;0IR000;C03;2;0
C2113;RALN;IR;0IR000;C03;0;1
C2113;RALN;IR;0IR000;C18;1;0
C504;RALN;IR;0IR000;C03;1;0
C3038;RALN;IR;0IR000;C19;1;0
C3546;RALN;IR;0IR000;C01;0;1
C5961;RALN;IR;0IR000;C28;6;3
C5502;RALN;IR;0IR000;C18;1;0
C5502;RALN;IR;0IR000;C19;1;0
C6884;RALN;IR;0IR000;C01;0;1
P9028;RALN;IR;0IR000;C01;5;2
C5502;RALN;IR;0IR000;C03;0;4
P9028;RALN;IR;0IR000;C03;3;0
C6884;RALN;IR;0IR000;C03;0;3
C3822;RALN;IR;0IR000;C99;0;1
C3546;RALN;IR;0IR000;C18;0;1
IP10120;RALN;IR;0IR000;C03;0;1
C7732;RALN;IR;0IR000;C99;0;2
C4233;RALN;IR;0IR000;C25;1;0
C7732;RALN;IR;0IR000;C18;0;2
C6035;RALN;IR;0IR000;C03;1;1
C8303;RALN;IR;0IR000;C28;1;1
C6624;RALN;IR;0IR000;C01;1;0
C4145;RALN;IR;0IR000;C25;1;0
C4145;RALN;IR;0IR000;C01;0;1
C1781;RALN;IR;0IR000;C03;1;0
V14257;RALN;IR;0IR000;C25;1;0
C3931;RALN;IR;0IR000;C28;0;1
C4605;RALN;IR;0IR000;C18;0;1
C1759;RALN;IR;0IR000;C18;2;3
C1326;RALN;IR;0IR000;C01;1;0
C1759;RALN;IR;0IR000;C28;1;0
C1326;RALN;IR;0IR000;C03;1;0
C6861;RALN;IR;0IR000;C28;0;1
C4898;RALN;IR;0IR000;C03;1;1
C4898;RALN;IR;0IR000;C18;1;0
C1354;RALN;IR;0IR000;C99;1;0
V9776;RALN;IR;0IR000;C99;1;1
C5157;RALN;IR;0IR000;C01;0;1
C1326;RALN;IR;0IR000;C99;2;0
C4508;RALN;IR;0IR000;C03;1;0
C3631;RALN;IR;0IR000;C01;1;0
C2462;RALN;IR;0IR000;C18;1;2
C3714;RALN;IR;0IR000;C03;0;1
C959;RALN;IR;0IR000;C18;0;1
C7445;RALN;IR;0IR000;C03;1;1
C3714;RALN;IR;0IR000;C99;0;2
CS10373;RALN;IR;0IR000;C28;1;6
C5540;RALN;IR;0IR000;C28;1;0
UC10669;RALN;IR;0IR000;C28;0;1
C5540;RALN;IR;0IR000;C19;0;1
C3595;RALN;IR;0IR000;C03;1;0
C6907;RALN;IR;0IR000;C03;1;0
C7732;RALN;IR;0IR000;C01;1;1
UC11068;RALN;IR;0IR000;C03;1;0
C3278;RALN;IR;0IR000;C28;1;1
V9717;RALN;IR;0IR000;C03;0;2
C485;RALN;IR;0IR000;C18;0;1
V9717;RALN;IR;0IR000;C99;1;0
IP10639;RALN;IR;0IR000;C28;0;2
C3278;RALN;IR;0IR000;C18;0;1
P9109;RALN;IR;0IR000;C01;1;0
C485;RALN;IR;0IR000;C03;1;0
V9776;RALN;IR;0IR000;C01;0;1
P9109;RALN;IR;0IR000;C21;1;0
C7443;RALN;IR;0IR000;C21;0;1
C2662;RALN;IR;0IR000;C01;0;1
IP10641;RALN;IR;0IR000;C19;0;1
IP10641;RALN;IR;0IR000;C99;0;1
C3801;RALN;IR;0IR000;C18;0;1
C8244;RALN;IR;0IR000;C28;1;0
R9191;RALN;IR;0IR000;C99;1;1
C3742;RALN;IR;0IR000;C03;0;1
P9070;RALN;IR;0IR000;C28;1;5
IP10641;RALN;IR;0IR000;C18;0;1
C3232;RALN;IR;0IR000;C18;2;0
C2868;RALN;IR;0IR000;C01;1;1
R9191;RALN;IR;0IR000;C01;14;6
C3801;RALN;IR;0IR000;C28;0;2
C685;RALN;IR;0IR000;C99;1;0
C12251;RALN;IR;0IR000;C28;2;0
C3634;RALN;IR;0IR000;C18;0;1
C6847;RALN;IR;0IR000;C03;1;1
C6399;RALN;IR;0IR000;C28;4;2
R9191;RALN;IR;0IR000;C03;5;2
C2261;RALN;IR;0IR000;C01;1;0
C6399;RALN;IR;0IR000;C18;1;3
C691;RALN;IR;0IR000;C03;0;2
P9070;RALN;IR;0IR000;C03;1;1
C691;RALN;IR;0IR000;C17;1;0
C5064;RALN;IR;0IR000;C99;1;0
C6751;RALN;IR;0IR000;C01;1;1
C5766;RALN;IR;0IR000;C03;0;1
C3057;RALN;IR;0IR000;C18;0;1
C1664;RALN;IR;0IR000;C99;0;2
C6265;RALN;IR;0IR000;C18;0;1
C3535;RALN;IR;0IR000;C19;0;2
C7893;RALN;IR;0IR000;C03;0;1
C6752;RALN;IR;0IR000;C28;1;2
C6026;RALN;IR;0IR000;C18;0;1
C3535;RALN;IR;0IR000;C28;2;2
C3535;RALN;IR;0IR000;C18;0;1
C6752;RALN;IR;0IR000;C01;1;0
C5064;RALN;IR;0IR000;C03;1;0
