ISTITUZIONE;CONTRATTO;MACROCATEGORIA;CATEGORIA;TELE_LAVORO_UOMINI;TELE_LAVORO_DONNE;SOGGETTI_TURNAZIONE_UOMINI;SOGGETTI_TURNAZIONE_DONNE;SOGGETTI_REPERIBILITà_UOMINI;SOGGETTI_REPERIBILITà_DONNE;PERS_LAVORO_AGILE_U;PERS_LAVORO_AGILE_D;PERS_COWORKING_U;PERS_COWORKING_D
C3646;RALN;ND;OE;0;0;0;3;1;0;0;0;0;0
C3646;RALN;ND;OP;0;0;0;0;1;0;0;0;0;0
C3646;RALN;ND;IR;0;0;5;5;10;6;0;0;0;0
C3735;REVA;NF;CC;0;0;1;1;0;0;1;1;0;0
C3735;REVA;NF;CD;0;0;0;1;0;0;0;0;0;0
C7737;RALN;ND;EQ;0;0;0;0;0;0;1;2;0;0
C2869;RALN;ND;OE;0;0;0;0;3;0;0;0;0;0
C2869;RALN;ND;IR;0;0;0;0;1;0;0;0;0;0
M8668;MNST;MM;FU;0;0;66;69;81;66;1740;2628;34;47
M8668;MNST;MM;OP;0;0;10;0;1;0;22;11;0;0
M8668;MNST;MM;AT;0;0;226;137;47;50;1398;1582;2;1
CS10247;RALN;ND;IR;0;0;0;0;0;0;4;3;0;0
CS10247;RALN;ND;EQ;0;0;0;0;0;0;5;2;0;0
CS10247;RALN;ND;OE;0;0;0;0;0;0;0;1;0;0
C5436;RALN;ND;IR;0;0;1;2;0;2;0;0;0;0
C6563;RALN;ND;EQ;0;0;0;0;1;1;0;0;0;0
C6563;RALN;ND;IR;0;0;1;3;0;0;0;0;0;0
C6928;PRBZ;NF;CA;0;0;0;0;2;0;0;0;0;0
C6928;PRBZ;NF;CD;0;0;0;0;0;0;0;1;0;0
C6928;PRBZ;NF;CC;0;0;0;0;0;0;0;1;0;0
C1295;RALN;ND;IR;0;0;1;3;2;0;0;1;0;0
C1295;RALN;ND;PC;0;0;0;0;5;0;0;0;0;0
C1295;RALN;ND;EQ;0;0;1;0;0;1;0;0;0;0
C3254;RALN;ND;OE;0;0;0;0;3;0;0;0;0;0
C3254;RALN;ND;EQ;0;0;0;3;0;0;0;0;0;0
C3254;RALN;ND;IR;0;0;5;3;1;0;0;0;0;0
C2728;RALN;ND;IR;1;0;0;0;0;0;0;0;0;0
C2728;RALN;ND;EQ;0;1;0;0;0;0;0;0;0;0
C7254;RALN;ND;IR;0;0;4;2;0;0;0;0;0;0
Q9180;UNIV;ND;PC;0;0;0;0;0;0;1;1;0;0
Q9180;UNIV;ND;CE;0;0;0;0;0;0;0;5;0;0
Q9180;UNIV;ND;CB;0;0;0;0;0;0;2;4;0;0
Q9180;UNIV;ND;CD;0;0;0;0;0;0;22;65;0;0
Q9180;UNIV;ND;CC;0;0;0;0;0;0;27;127;0;0
LS12143;LS13;NF;LI;0;0;0;0;1;1;0;2;0;0
Q9131;UNIV;ND;CB;23;49;8;2;1;0;1;1;0;0
Q9131;UNIV;ND;CD;258;632;9;2;2;3;44;147;0;0
Q9131;UNIV;ND;CE;33;54;0;0;0;0;9;31;0;0
Q9131;UNIV;ND;CC;237;631;6;14;4;1;15;43;0;0
CS10380;RALN;ND;IR;0;0;0;0;0;0;1;4;0;0
C7839;RALN;ND;OP;0;0;0;0;0;0;0;1;0;0
C7839;RALN;ND;OE;0;0;0;2;0;0;0;0;0;0
C7839;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C7839;RALN;ND;IR;0;0;2;3;0;0;0;0;0;0
C1510;RALN;ND;EQ;0;0;0;2;1;1;0;0;0;0
C1510;RALN;ND;OE;0;0;2;2;5;1;0;0;0;0
C1510;RALN;ND;IR;0;0;15;16;7;1;0;0;0;0
C2868;RALN;ND;EQ;0;0;0;0;0;0;1;0;0;0
C2077;RALN;ND;EQ;0;0;0;0;0;0;10;20;0;0
C553;RALN;ND;IR;0;0;3;1;3;2;0;0;0;0
C4258;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
C1143;RALN;ND;IR;0;0;2;0;0;0;0;0;0;0
C2307;PRBZ;NF;CD;0;0;1;0;1;0;0;0;0;0
C2307;PRBZ;NF;CB;0;0;2;0;2;0;0;0;0;0
C2831;REVA;NF;CD;0;0;0;0;0;0;0;1;0;0
C7316;RALN;ND;IR;0;0;2;0;1;0;0;0;0;0
P9042;RALN;ND;OP;0;0;0;0;2;0;0;0;0;0
P9042;RALN;ND;EQ;0;0;0;0;2;0;10;4;0;0
P9042;RALN;ND;OE;0;0;0;0;2;0;8;3;0;0
P9042;RALN;ND;IR;0;0;0;0;10;2;16;26;0;0
AS12805;LS13;NF;LI;0;0;0;0;0;0;12;23;0;0
C3526;RALN;ND;EQ;0;0;1;0;4;0;0;0;0;0
C3526;RALN;ND;IR;0;0;2;1;3;2;0;0;0;0
P10790;RALN;ND;OE;0;0;1;0;1;0;0;0;0;0
P10790;RALN;ND;EQ;0;0;1;0;1;0;0;0;0;0
P10790;RALN;ND;IR;0;0;2;0;2;0;0;0;0;0
N10878;PRTN;NF;CC;3;11;0;0;0;0;0;0;0;0
N10878;PRTN;NF;CD;2;22;0;0;0;0;0;0;0;0
N10878;PRTN;NF;CB;0;3;0;0;0;0;0;0;0;0
C1192;RALN;ND;EQ;0;0;3;0;5;5;7;13;0;0
C1192;RALN;ND;OE;0;0;0;0;0;0;2;3;0;0
C1192;RALN;ND;IR;0;0;11;12;3;4;7;24;0;0
C1013;RALN;ND;EQ;0;1;0;0;0;0;0;0;0;0
C1013;RALN;ND;OE;0;1;0;0;0;0;0;0;0;0
C1013;RALN;ND;IR;1;0;0;0;0;0;0;0;0;0
C2119;RALN;ND;EQ;0;0;0;0;1;0;0;0;0;0
C2119;RALN;ND;IR;0;0;6;7;3;0;1;0;0;0
C2119;RALN;ND;OP;0;0;2;0;0;0;0;0;0;0
C2119;RALN;ND;OE;0;0;2;0;0;0;0;0;0;0
C6293;RALN;ND;IR;0;0;7;7;7;8;0;0;0;0
C6293;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C6904;RALN;ND;IR;0;0;1;1;1;1;0;0;0;0
C6904;RALN;ND;EQ;0;0;1;0;5;0;0;0;0;0
C6261;REFR;SC;CB;0;0;0;0;5;0;0;0;0;0
C6261;REFR;SC;XA;0;0;4;4;0;0;0;0;0;0
C6261;REFR;SC;XB;0;0;1;0;0;0;0;0;0;0
C6261;REFR;SC;CC;0;0;0;0;4;1;0;0;0;0
C6619;RALN;ND;IR;0;0;1;1;1;1;0;0;0;0
C6405;RALN;ND;IR;0;0;0;0;0;3;0;4;0;0
C6405;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C6405;RALN;ND;EQ;0;0;0;0;0;0;1;0;0;0
C671;RALN;ND;OE;0;0;1;0;20;0;1;3;0;0
C671;RALN;ND;IR;0;0;12;8;14;7;2;8;0;0
C671;RALN;ND;EQ;0;0;2;3;3;1;2;7;0;0
C5907;RALN;ND;IR;0;0;7;5;1;3;5;12;0;0
C5907;RALN;ND;OP;0;0;0;0;2;0;0;0;0;0
C5907;RALN;ND;EQ;0;0;1;1;0;0;3;8;0;0
C5907;RALN;ND;OE;0;0;0;0;5;0;1;3;0;0
C350;RALN;ND;EQ;0;0;6;0;1;1;2;19;0;0
C350;RALN;ND;IR;0;0;37;48;9;2;10;21;0;0
C350;RALN;ND;OE;0;0;1;11;24;0;2;4;0;0
C350;RALN;ND;OP;0;0;0;0;1;0;0;0;0;0
C4690;RALN;ND;OE;0;0;0;0;5;0;0;0;0;0
C4690;RALN;ND;EQ;0;0;0;0;1;0;0;0;0;0
C4690;RALN;ND;IR;0;0;0;0;2;1;0;0;0;0
C7310;RALN;ND;IR;0;0;1;0;0;0;0;0;0;0
C6911;RALN;ND;OE;0;0;0;0;2;0;0;0;0;0
C6911;RALN;ND;IR;0;0;1;0;1;0;0;0;0;0
C5842;RALN;ND;IR;0;0;2;0;0;0;0;0;0;0
C5842;RALN;ND;EQ;0;0;1;0;0;0;0;0;0;0
C3399;RALN;ND;OP;0;0;0;0;3;0;0;0;0;0
C3399;RALN;ND;EQ;0;0;0;1;1;6;0;0;0;0
C3399;RALN;ND;OE;0;0;0;0;3;0;0;0;0;0
C3399;RALN;ND;IR;0;0;12;3;12;5;0;2;0;0
C5342;RALN;ND;EQ;0;0;0;0;0;0;1;0;0;0
C5342;RALN;ND;OE;0;0;0;4;0;0;0;0;0;0
C6892;RALN;ND;IR;0;0;0;0;2;1;0;5;0;0
C6892;RALN;ND;EQ;0;0;0;0;1;3;0;3;0;0
C6892;RALN;ND;OE;0;0;0;0;5;0;1;0;0;0
C668;RALN;ND;IR;0;0;1;1;1;3;0;0;0;0
C5173;RALN;ND;IR;0;0;2;4;2;4;0;0;0;0
C2010;REVA;NF;CC;0;0;0;0;1;2;0;0;0;0
P9066;RALN;ND;OE;1;0;0;0;0;0;5;6;0;0
P9066;RALN;ND;IR;0;0;0;0;0;0;2;0;0;0
C427;RALN;ND;EQ;0;0;0;0;0;1;0;0;0;0
C427;RALN;ND;IR;0;0;7;6;2;2;0;0;0;0
C427;RALN;ND;OE;0;0;0;0;3;0;0;0;0;0
C4138;RALN;ND;OE;0;0;0;0;0;0;1;0;0;0
C4138;RALN;ND;EQ;0;0;0;0;0;0;1;0;0;0
C4138;RALN;ND;OP;0;0;0;0;0;0;0;1;0;0
C3980;RALN;ND;IR;0;0;15;9;20;9;0;0;0;0
C3980;RALN;ND;EQ;0;0;3;0;5;0;0;0;0;0
C3980;RALN;ND;OE;0;0;0;0;4;0;0;0;0;0
C4057;REFR;SC;CB;0;0;0;4;5;0;0;0;0;0
C4057;REFR;SC;XA;0;0;5;0;0;0;0;0;0;0
C4057;REFR;SC;CC;0;0;0;0;0;0;0;2;0;0
P9093;RALN;ND;IR;4;8;0;0;2;0;0;2;0;0
P9093;RALN;ND;OE;0;3;0;0;21;0;0;0;0;0
P9093;RALN;ND;EQ;2;11;0;0;3;1;0;1;0;0
C4069;RALN;ND;EQ;0;0;1;0;0;0;0;4;0;0
C4069;RALN;ND;OE;0;0;0;0;0;0;0;1;0;0
C4069;RALN;ND;IR;0;0;7;4;0;0;2;16;0;0
C4070;RALN;ND;IR;0;1;0;0;0;0;0;1;0;0
C4070;RALN;ND;OE;1;0;0;0;0;0;0;0;0;0
UC10776;RALN;ND;IR;0;0;0;0;0;0;0;5;0;0
UC10776;RALN;ND;OE;0;0;0;0;0;0;1;0;0;0
UC10776;RALN;ND;EQ;0;0;0;0;0;0;0;7;0;0
C6367;RALN;ND;IR;0;0;4;0;8;0;0;0;0;0
D8309;EN60;ND;LI;0;0;0;0;0;0;1;0;0;0
E8492;EPNE;ME;AT;0;0;0;0;0;0;0;1;0;0
E8492;EPNE;ME;FU;0;0;0;0;0;0;3;0;0;0
FL11988;LS13;NF;LI;0;0;75;32;0;0;1;1;0;0
OL13984;EPNE;ME;AT;0;0;0;0;0;0;0;1;0;0
AA8542;ERIC;ND;TC;13;28;0;0;0;0;113;123;0;0
AA8542;ERIC;ND;8L;0;1;0;0;0;0;3;7;0;0
AA8542;ERIC;ND;5L;7;13;0;0;0;0;80;50;0;0
AA8542;ERIC;ND;4L;18;41;0;0;0;0;117;115;0;0
AA8542;ERIC;ND;RI;41;44;0;0;0;0;577;376;0;0
AA8542;ERIC;ND;6L;6;15;0;0;0;0;69;24;0;0
AA8542;ERIC;ND;7L;3;7;0;0;0;0;14;21;0;0
P9082;RALN;ND;IR;1;0;0;0;0;0;10;10;0;0
P9082;RALN;ND;EQ;0;2;0;0;0;0;15;16;0;0
P9082;RALN;ND;OE;1;0;0;0;0;0;3;2;0;0
C1989;PRBZ;NF;CB;0;0;0;0;11;0;0;0;0;0
C5179;RALN;ND;OP;0;0;0;0;4;0;0;0;0;0
C5179;RALN;ND;OE;0;0;0;0;4;2;0;1;0;0
C5179;RALN;ND;IR;0;0;4;3;6;4;0;0;0;0
C6120;RALN;ND;EQ;0;0;0;0;0;0;0;4;0;0
C6120;RALN;ND;IR;0;0;1;0;0;0;1;3;0;0
C6120;RALN;ND;OE;0;0;0;0;0;0;0;4;0;0
C2127;RALN;ND;OE;0;0;0;0;0;0;0;1;0;0
C2127;RALN;ND;IR;1;0;11;5;11;7;2;1;0;0
C2127;RALN;ND;EQ;0;0;0;0;0;0;1;1;0;0
C1759;RALN;ND;IR;0;0;14;9;2;2;0;0;0;0
C1759;RALN;ND;EQ;0;0;3;2;2;1;0;0;0;0
C1759;RALN;ND;OE;0;0;2;1;16;0;0;2;0;0
C6581;RALN;ND;IR;0;0;0;2;0;0;0;0;0;0
C6275;REVA;NF;CC;0;0;4;0;2;0;0;1;0;0
C6275;REVA;NF;CB;0;0;0;0;1;0;0;0;0;0
C3057;RALN;ND;IR;0;0;2;1;2;1;0;0;0;0
C3378;RALN;ND;IR;0;0;0;0;2;0;0;0;0;0
C3378;RALN;ND;OE;0;0;0;0;3;0;0;0;0;0
C3378;RALN;ND;EQ;0;0;0;0;0;2;1;1;0;0
C2351;RALN;ND;OE;0;0;3;0;5;1;0;0;0;0
C2351;RALN;ND;IR;0;0;6;5;6;6;0;0;0;0
CS12299;RALN;ND;EQ;0;0;0;0;0;0;1;0;0;0
C3617;RALN;ND;IR;0;0;0;0;1;1;0;0;0;0
C3617;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
J8634;SSNA;ND;MD;0;0;21;12;25;18;0;0;0;0
J8634;SSNA;ND;OP;0;0;13;20;2;3;0;0;0;0
J8634;SSNA;ND;PT;0;0;7;6;3;0;0;0;0;0
J8634;SSNA;ND;BI;0;0;0;0;1;8;0;0;0;0
J8634;SSNA;ND;AT;0;0;1;0;2;0;0;0;0;0
J8634;SSNA;ND;FM;0;0;0;0;1;2;0;0;0;0
J8634;SSNA;ND;PF;0;0;26;77;22;38;0;0;0;0
C6161;RALN;ND;IR;0;0;3;1;0;0;0;0;0;0
C6161;RALN;ND;EQ;0;0;0;1;0;0;0;0;0;0
C4352;RALN;ND;IR;0;0;19;14;30;17;0;0;0;0
C4352;RALN;ND;EQ;0;0;3;0;4;1;0;0;0;0
C4352;RALN;ND;OE;0;0;0;0;1;2;0;0;0;0
C7892;RALN;ND;OE;0;7;11;2;13;1;6;22;0;0
C7892;RALN;ND;IR;1;7;245;96;184;53;12;45;0;0
C7892;RALN;ND;EQ;1;4;54;30;30;16;6;26;0;0
P9094;RALN;ND;OE;0;0;0;0;5;0;2;4;0;0
P9094;RALN;ND;IR;0;0;2;5;3;3;9;16;0;0
P9094;RALN;ND;OP;0;0;0;0;7;0;0;0;0;0
P9094;RALN;ND;EQ;0;0;1;0;0;0;9;22;0;0
C7742;RALN;ND;EQ;0;0;0;0;0;0;0;2;0;0
C7742;RALN;ND;IR;0;0;0;0;0;0;0;5;0;0
C7742;RALN;ND;OE;0;0;0;0;0;0;0;2;0;0
C4930;RALN;ND;OE;0;0;0;0;5;1;0;0;0;0
C4930;RALN;ND;EQ;0;0;2;0;0;0;0;0;0;0
C4930;RALN;ND;IR;0;0;7;4;0;1;0;0;0;0
C3535;RALN;ND;IR;0;0;17;16;17;4;8;49;0;0
C3535;RALN;ND;EQ;0;0;4;2;4;2;8;29;0;0
C3535;RALN;ND;OE;0;0;0;9;0;0;0;3;0;0
C4407;RALN;ND;IR;0;0;0;0;2;0;0;0;0;0
C2852;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C2852;RALN;ND;IR;0;0;0;0;0;1;0;4;0;0
C2852;RALN;ND;EQ;0;0;0;0;0;0;0;2;0;0
CS9919;RALN;ND;OP;0;0;0;0;0;0;1;0;0;0
CS9919;RALN;ND;IR;0;0;0;0;0;0;0;3;0;0
CS9919;RALN;ND;EQ;0;0;0;0;0;0;3;46;0;0
Q9148;UNIV;ND;CD;6;19;1;9;0;0;38;152;0;0
Q9148;UNIV;ND;CE;0;0;0;0;0;0;4;13;0;0
Q9148;UNIV;ND;CC;3;11;3;9;0;0;39;128;0;0
Q9148;UNIV;ND;CB;0;0;1;0;0;0;1;3;0;0
LS12157;LS13;NF;LI;0;0;0;0;0;0;2;0;0;0
IP10696;RALN;ND;OE;0;0;6;63;0;0;0;0;0;0
IP10696;RALN;ND;IR;0;0;0;3;0;0;0;0;0;0
IP10696;RALN;ND;EQ;0;0;1;8;0;0;0;0;0;0
C859;RALN;ND;IR;0;0;64;27;55;23;41;122;0;0
C859;RALN;ND;OP;0;0;1;0;1;0;2;0;0;0
C859;RALN;ND;EQ;0;0;10;2;16;11;43;101;0;0
C859;RALN;ND;OE;0;0;3;6;23;2;7;41;0;0
Q10602;UNIV;ND;CB;0;0;0;0;0;0;2;1;0;0
Q10602;UNIV;ND;CE;0;0;0;0;0;0;0;1;0;0
Q10602;UNIV;ND;CC;0;0;0;0;0;0;9;34;0;0
Q10602;UNIV;ND;CD;0;0;0;0;0;0;1;3;0;0
V12905;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
V12905;RALN;ND;EQ;0;0;0;0;0;1;0;0;0;0
V12905;RALN;ND;IR;0;0;0;0;2;0;1;0;0;0
V12811;RALN;ND;EQ;1;3;0;0;0;0;29;57;0;0
V12811;RALN;ND;IR;4;28;0;0;0;0;40;93;0;0
V12811;RALN;ND;OE;2;8;0;0;0;0;5;8;0;0
IP10709;RALN;ND;OE;0;0;5;24;0;0;0;0;0;0
IP10709;RALN;ND;EQ;0;0;1;3;0;0;0;0;0;0
C4274;RALN;ND;OE;0;0;3;0;17;7;0;0;0;0
C4274;RALN;ND;EQ;0;0;4;5;11;10;0;0;0;0
C4274;RALN;ND;OP;0;0;0;0;13;6;0;0;0;0
C4274;RALN;ND;IR;0;0;135;93;100;50;0;0;0;0
ER9949;RALN;ND;OE;0;0;0;0;0;0;0;5;0;0
ER9949;RALN;ND;EQ;0;0;0;0;0;0;19;70;0;0
ER9949;RALN;ND;IR;0;0;0;0;0;0;20;57;0;0
C4915;RALN;ND;OE;0;0;0;14;1;1;0;0;0;0
C4915;RALN;ND;EQ;0;0;0;0;0;2;0;5;0;0
C4915;RALN;ND;IR;0;0;0;0;1;2;4;2;0;0
C979;RALN;ND;OE;0;0;0;0;2;0;0;0;0;0
C979;RALN;ND;IR;0;0;0;1;0;0;0;0;0;0
C3140;RALN;ND;PC;0;0;0;0;0;1;0;0;0;0
C3140;RALN;ND;OE;0;0;0;0;4;1;0;0;0;0
C3140;RALN;ND;IR;0;0;0;0;1;0;0;0;0;0
AG12333;RALN;ND;EQ;0;0;0;0;0;0;4;6;0;0
P9063;RALN;ND;OE;0;0;0;0;51;1;2;4;0;0
P9063;RALN;ND;EQ;0;0;1;0;3;0;4;7;0;0
P9063;RALN;ND;IR;0;0;9;7;16;12;2;4;0;0
PA11817;RALN;ND;EQ;0;0;0;0;0;0;2;2;0;0
PA11817;RALN;ND;IR;0;0;0;0;0;0;0;3;0;0
PA11817;RALN;ND;OE;0;0;0;0;0;0;0;1;0;0
C8222;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
C6665;RALN;ND;IR;0;0;0;2;0;0;0;0;0;0
C7314;RALN;ND;EQ;0;0;0;0;1;0;0;0;0;0
C7314;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
C7314;RALN;ND;IR;0;0;0;0;0;2;0;1;0;0
C1297;RALN;ND;EQ;0;0;0;0;0;2;0;0;0;0
C1297;RALN;ND;OE;0;0;0;0;5;1;0;0;0;0
C1297;RALN;ND;IR;0;0;0;0;0;1;0;0;0;0
C4971;RALN;ND;IR;0;0;4;0;1;5;0;0;0;0
C4971;RALN;ND;EQ;0;0;1;2;1;0;0;0;0;0
C7647;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
C7647;RALN;ND;IR;0;0;10;3;11;3;0;0;0;0
C4422;RALN;ND;IR;0;0;3;3;0;0;0;0;0;0
C4347;RALN;ND;OE;0;0;8;61;4;0;3;17;0;0
C4347;RALN;ND;IR;0;0;117;71;56;21;59;179;0;0
C4347;RALN;ND;OP;0;0;1;8;0;0;1;1;0;0
C4347;RALN;ND;EQ;0;0;15;9;17;10;35;124;0;0
C6910;RALN;ND;IR;0;0;0;0;1;2;0;0;0;0
Q9155;UNIV;ND;CC;3;10;1;0;10;1;0;0;0;0
Q9155;UNIV;ND;CD;6;4;0;0;4;2;0;0;0;0
Q9155;UNIV;ND;CB;2;3;2;0;3;0;0;0;0;0
Q9155;UNIV;ND;CE;0;2;0;0;0;0;0;0;0;0
C4907;PRBZ;NF;PC;0;0;0;0;2;1;0;0;0;0
C4907;PRBZ;NF;CB;0;0;0;0;3;0;0;0;0;0
C4907;PRBZ;NF;CA;0;0;0;0;1;0;0;0;0;0
C6637;RALN;ND;EQ;0;0;0;0;0;0;0;1;0;0
AP9855;SSNA;ND;AT;0;0;0;0;16;13;0;0;0;0
AP9855;SSNA;ND;PF;0;0;0;0;36;34;0;0;0;0
AP9855;SSNA;ND;OP;0;0;0;0;4;0;0;0;0;0
C6572;RALN;ND;IR;0;0;9;3;1;1;0;0;0;0
C1745;RALN;ND;IR;0;0;3;1;3;3;0;0;0;0
C5840;REVA;NF;CB;0;0;0;0;2;0;0;0;0;0
C5840;REVA;NF;CC;0;0;0;2;2;4;0;0;0;0
C8135;RALN;ND;IR;0;0;2;3;2;3;0;0;0;0
C8135;RALN;ND;EQ;0;0;1;0;1;0;0;0;0;0
P9091;RALN;ND;OE;0;1;0;0;0;0;1;3;0;0
P9091;RALN;ND;IR;0;0;6;3;4;1;1;7;0;0
P9091;RALN;ND;EQ;0;0;1;0;3;0;6;21;0;0
C771;PRTN;NF;CB;0;0;0;0;5;0;0;0;0;0
C790;RALN;ND;EQ;0;0;0;0;0;0;1;0;0;0
C790;RALN;ND;IR;0;0;1;1;0;0;0;1;0;0
C7865;RALN;ND;IR;0;0;3;1;0;0;0;0;0;0
C4461;RALN;ND;OE;0;0;0;0;4;1;0;0;0;0
C4461;RALN;ND;IR;0;0;0;0;0;0;0;1;0;0
C5634;RALN;ND;EQ;0;0;2;1;5;1;0;1;0;0
C5634;RALN;ND;IR;0;0;10;8;16;6;1;0;0;0
C5634;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
CS11914;RALN;ND;IR;0;0;0;0;0;0;0;1;0;0
CS11914;RALN;ND;EQ;0;0;0;0;0;0;2;0;0;0
C6455;REFR;SC;CB;0;0;0;0;0;1;0;0;0;0
C6455;REFR;SC;CC;0;0;0;0;2;1;1;1;0;0
C6455;REFR;SC;CD;0;0;0;0;0;1;0;1;0;0
V12605;RESI;NF;CB;2;3;0;0;0;0;0;1;0;0
V12605;RESI;NF;CC;1;3;0;0;0;0;0;1;0;0
C2533;RALN;ND;IR;0;0;0;0;0;0;1;0;0;0
M8659;MNST;MM;AT;0;0;640;45;659;71;2493;1507;0;0
M8659;MNST;MM;FU;0;0;0;0;34;25;266;479;0;0
M8659;MNST;MM;OP;0;0;50;4;36;0;150;174;0;0
N8718;REVA;NF;CC;0;0;0;0;0;0;0;2;0;0
C2870;PRBZ;NF;CC;0;0;1;0;1;0;0;0;0;0
C2870;PRBZ;NF;CB;0;0;3;0;3;0;0;0;0;0
C3146;RALN;ND;IR;0;0;11;3;1;0;0;0;0;0
C3146;RALN;ND;OE;0;0;1;0;9;0;0;0;0;0
C5461;RALN;ND;OE;0;0;0;0;2;0;1;4;0;0
C5461;RALN;ND;IR;0;0;19;7;0;4;2;10;0;0
C5461;RALN;ND;EQ;0;0;3;0;5;0;2;2;0;0
C4326;RALN;ND;IR;0;0;5;3;0;0;0;6;0;0
C4326;RALN;ND;EQ;0;0;1;1;0;0;1;0;0;0
C7321;RALN;ND;IR;0;0;2;1;0;0;0;0;0;0
C4887;RALN;ND;EQ;0;0;2;0;0;0;0;0;0;0
C4887;RALN;ND;IR;0;0;12;2;1;1;0;0;0;0
UC12397;RALN;ND;IR;0;0;23;12;0;0;0;2;0;0
UC12397;RALN;ND;EQ;0;0;2;2;0;0;0;0;0;0
C7558;RALN;ND;IR;0;0;3;2;0;0;0;0;0;0
C7558;RALN;ND;OE;0;0;0;0;5;0;0;0;0;0
C4931;RALN;ND;IR;0;0;14;11;15;17;0;0;0;0
C4931;RALN;ND;EQ;0;0;0;1;0;0;0;0;0;0
PN8569;EPNE;ME;AT;0;0;0;0;0;0;1;2;0;0
PN8569;EPNE;ME;FU;0;0;0;0;0;0;1;2;0;0
C6243;RALN;ND;IR;0;0;5;2;1;1;0;2;0;0
C6243;RALN;ND;EQ;0;0;0;0;0;0;1;1;0;0
C6243;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
C2014;RALN;ND;IR;0;0;18;11;7;0;0;0;0;0
C2014;RALN;ND;EQ;0;0;3;1;0;0;0;0;0;0
C2014;RALN;ND;OE;0;0;5;0;10;0;0;0;0;0
C5269;RALN;ND;OE;0;0;3;0;0;0;0;0;0;0
C5269;RALN;ND;IR;0;0;2;2;0;0;0;0;0;0
ES12977;RALN;ND;OE;0;0;4;0;0;0;0;1;0;0
ES12977;RALN;ND;IR;1;1;0;0;0;0;0;0;0;0
ES12977;RALN;ND;EQ;0;0;0;0;0;0;1;1;0;0
UC11864;RALN;ND;IR;0;0;18;3;17;3;3;6;0;0
UC11864;RALN;ND;EQ;0;0;2;4;2;4;1;1;0;0
UC11864;RALN;ND;OE;0;0;0;0;0;0;1;1;0;0
Q9184;UNIV;ND;CC;3;14;1;0;0;0;7;34;0;0
Q9184;UNIV;ND;CB;0;0;0;1;0;0;0;1;0;0
Q9184;UNIV;ND;CD;0;14;0;0;0;0;14;34;0;0
C5849;RALN;ND;OE;0;0;0;0;0;1;0;2;0;0
C5849;RALN;ND;IR;0;0;0;3;0;2;0;0;0;0
C6696;RALN;ND;OE;0;0;0;0;2;0;0;0;0;0
C6696;RALN;ND;IR;0;0;3;2;3;0;0;0;0;0
C6696;RALN;ND;OP;0;0;0;0;1;0;0;0;0;0
C3184;RALN;ND;OE;0;0;0;0;8;0;0;0;0;0
C3184;RALN;ND;IR;0;0;2;1;3;4;0;0;0;0
C3184;RALN;ND;EQ;0;0;0;0;1;1;0;0;0;0
C6922;RALN;ND;EQ;0;3;0;0;0;0;0;0;0;0
C6922;RALN;ND;OE;0;0;0;0;1;0;0;0;0;0
C6922;RALN;ND;IR;2;5;4;1;2;3;0;0;0;0
RS9206;RETN;SC;CC;0;4;0;0;0;0;14;42;0;0
RS9206;RETN;SC;CB;0;0;0;0;0;0;1;6;0;0
RS9206;RETN;SC;CA;0;0;3;1;0;0;0;0;0;0
RS9206;RETN;SC;CB;1;0;0;0;0;0;5;37;0;0
RS9206;RETN;SC;CA;0;0;3;2;0;0;0;0;0;0
RS9206;RETN;SC;PC;0;0;0;0;0;0;0;2;0;0
RS9206;RETN;SC;CC;0;0;0;0;0;0;3;1;0;0
OL12985;EPNE;ME;AT;0;1;0;0;0;0;0;0;0;0
C8299;RALN;ND;EQ;0;0;0;0;1;3;0;0;0;0
C8299;RALN;ND;IR;0;0;3;3;1;2;0;0;0;0
C8299;RALN;ND;OE;0;0;0;0;0;1;0;0;0;0
R9205;RALN;ND;OP;1;0;0;0;0;0;2;1;0;0
R9205;RALN;ND;EQ;71;200;8;4;53;12;469;729;0;0
R9205;RALN;ND;IR;64;216;10;8;62;18;242;457;0;0
R9205;RALN;ND;OE;8;37;5;14;6;3;29;56;0;0
C7748;PRBZ;NF;CB;0;0;0;0;4;0;0;0;0;0
C4782;RALN;ND;IR;0;0;0;1;0;0;0;0;0;0
C1917;RALN;ND;IR;0;0;3;3;1;2;0;0;0;0
C1917;RALN;ND;OP;0;0;0;1;0;0;0;0;0;0
C1917;RALN;ND;EQ;0;0;0;1;0;0;0;0;0;0
C1917;RALN;ND;OE;0;0;0;0;0;0;0;1;0;0
C481;PRBZ;NF;CA;0;0;0;2;0;0;1;1;0;0
